Sort [1],State,FIPS,County [2],Population(2010),Land Areakm²,Land Areami²,Water Areakm²,Water Areami²,Total Areakm²,Total Areami²,Latitude,Longitude
219,CA,c06065,Riverside,"2,189,641","18,664.70","7,206.48",251.073,96.94,"18,915.77","7,303.42",33.729828000000005,-116.00223899999999
220,CA,c06067,Sacramento,"1,418,788","2,498.42",964.644,76.077,29.374,"2,574.49",994.018,38.450010999999996,-121.340441
221,CA,c06069,San Benito,"55,269","3,596.74","1,388.71",4.555,1.759,"3,601.30","1,390.47",36.610702,-121.085296
222,CA,c06071,San Bernardino,"2,035,210","51,947.23","20,056.94",124.028,47.888,"52,071.26","20,104.83",34.85722,-116.181197
223,CA,c06073,San Diego,"3,095,313","10,895.12","4,206.63",826.348,319.055,"11,721.47","4,525.69",33.023604,-116.776117
224,CA,c06075,San Francisco,"805,235",121.4,46.873,479.19,185.016,600.59,231.889,37.727239000000004,-123.032229
225,CA,c06077,San Joaquin,"685,306","3,603.51","1,391.32",91.109,35.177,"3,694.62","1,426.50",37.935034,-121.27223700000002
226,CA,c06079,San Luis Obispo,"269,637","8,543.25","3,298.57",820.975,316.98,"9,364.22","3,615.55",35.385227,-120.44753999999999
227,CA,c06081,San Mateo,"718,451","1,161.37",448.408,757.704,292.551,"1,919.08",740.959,37.414664,-122.37154199999999
228,CA,c06083,Santa Barbara,"423,895","7,083.84","2,735.09","2,729.83","1,053.99","9,813.67","3,789.08",34.537378000000004,-120.03848500000001
229,CA,c06085,Santa Clara,"1,781,642","3,341.34","1,290.10",36.175,13.967,"3,377.52","1,304.07",37.220777000000005,-121.69062199999999
230,CA,c06087,Santa Cruz,"262,382","1,152.99",445.17,419.569,161.996,"1,572.56",607.166,37.012488,-122.007205
231,CA,c06089,Shasta,"177,223","9,778.25","3,775.40",186.531,72.02,"9,964.78","3,847.42",40.760521999999995,-122.04355
232,CA,c06091,Sierra,"3,240","2,468.81",953.214,23.299,8.996,"2,492.11",962.21,39.576925,-120.521993
233,CA,c06093,Siskiyou,"44,900","16,259.65","6,277.89",179.889,69.456,"16,439.54","6,347.34",41.587986,-122.53328700000002
234,CA,c06095,Solano,"413,344","2,128.36",821.765,218.666,84.427,"2,347.03",906.192,38.267226,-121.939594
235,CA,c06097,Sonoma,"483,878","4,081.43","1,575.85",497.53,192.098,"4,578.96","1,767.95",38.532574,-122.945194
236,CA,c06099,Stanislaus,"514,453","3,871.58","1,494.83",51.437,19.86,"3,923.02","1,514.69",37.562384,-121.002656
237,CA,c06101,Sutter,"94,737","1,560.24",602.41,15.747,6.08,"1,575.98",608.49,39.035257,-121.702758
238,CA,c06103,Tehama,"63,463","7,639.71","2,949.71",32.276,12.462,"7,671.99","2,962.17",40.126156,-122.232276
239,CA,c06105,Trinity,"13,786","8,234.23","3,179.25",73.408,28.343,"8,307.64","3,207.60",40.647724,-123.11440400000001
240,CA,c06107,Tulare,"442,179","12,494.66","4,824.22",37.392,14.437,"12,532.05","4,838.65",36.230453000000004,-118.780542
241,CA,c06109,Tuolumne,"55,365","5,752.06","2,220.88",138.684,53.546,"5,890.75","2,274.43",38.021451,-119.964708
242,CA,c06111,Ventura,"823,318","4,773.69","1,843.13",945.992,365.249,"5,719.68","2,208.38",34.358742,-119.13314299999999
243,CA,c06113,Yolo,"200,849","2,628.03","1,014.69",22.969,8.868,"2,651.00","1,023.56",38.679268,-121.903178
244,CA,c06115,Yuba,"72,155","1,636.45",631.839,30.999,11.969,"1,667.45",643.808,39.270026,-121.34428
245,CO,c08001,Adams,"441,603","3,024.21","1,167.65",42.07,16.243,"3,066.28","1,183.90",39.874325,-104.331872
246,CO,c08003,Alamosa,"15,445","1,871.64",722.643,1.808,0.698,"1,873.45",723.341,37.568442,-105.78804099999999
247,CO,c08005,Arapahoe,"572,003","2,067.07",798.1,19.004,7.337,"2,086.07",805.437,39.644632,-104.331733
248,CO,c08007,Archuleta,"12,084","3,496.94","1,350.18",13.828,5.339,"3,510.77","1,355.51",37.202395,-107.05086299999999
249,CO,c08009,Baca,"3,788","6,617.33","2,554.97",6.142,2.372,"6,623.48","2,557.34",37.303144,-102.535457
250,CO,c08011,Bent,"6,499","3,918.29","1,512.86",73.094,28.222,"3,991.39","1,541.08",37.931891,-103.077584
251,CO,c08013,Boulder,"294,567","1,881.08",726.289,36.469,14.081,"1,917.55",740.37,40.094826,-105.39838200000001
252,CO,c08014,Broomfield,"55,889",85.558,33.034,1.466,0.566,87.024,33.6,39.953383,-105.052125
253,CO,c08015,Chaffee,"17,809","2,624.70","1,013.40",4.013,1.55,"2,628.72","1,014.95",38.738246000000004,-106.31697199999999
254,CO,c08017,Cheyenne,"1,836","4,605.71","1,778.28",8.166,3.153,"4,613.88","1,781.43",38.835387,-102.604585
255,CO,c08019,Clear Creek,"9,088","1,023.63",395.227,3.28,1.266,"1,026.91",396.493,39.689403000000006,-105.670791
256,CO,c08021,Conejos,"8,256","3,334.33","1,287.39",9.235,3.566,"3,343.56","1,290.96",37.213407000000004,-106.176447
257,CO,c08023,Costilla,"3,524","3,177.79","1,226.95",8.829,3.409,"3,186.62","1,230.36",37.277547,-105.42894
258,CO,c08025,Crowley,"5,823","2,039.41",787.421,33.43,12.908,"2,072.84",800.329,38.321956,-103.787562
259,CO,c08027,Custer,"4,255","1,913.03",738.625,3.365,1.299,"1,916.40",739.924,38.101994,-105.373515
260,CO,c08029,Delta,"30,952","2,957.90","1,142.05",16.961,6.549,"2,974.86","1,148.60",38.861756,-107.86475700000001
261,CO,c08031,Denver,"600,158",396.269,153,4.225,1.631,400.494,154.631,39.761849,-104.880625
262,CO,c08033,Dolores,"2,064","2,763.65","1,067.05",2.716,1.049,"2,766.37","1,068.10",37.747602,-108.530383
263,CO,c08035,Douglas,"285,465","2,176.23",840.248,6.789,2.621,"2,183.02",842.869,39.326435,-104.926199
264,CO,c08037,Eagle,"52,197","4,362.91","1,684.53",18.806,7.261,"4,381.72","1,691.79",39.630638,-106.692944
265,CO,c08039,Elbert,"23,086","4,793.67","1,850.85",0.442,0.171,"4,794.11","1,851.02",39.310817,-104.117928
266,CO,c08041,El Paso,"622,263","5,508.39","2,126.80",7.112,2.746,"5,515.50","2,129.55",38.827383000000005,-104.527472
267,CO,c08043,Fremont,"46,824","3,970.63","1,533.07",2.235,0.863,"3,972.86","1,533.93",38.455658,-105.421438
268,CO,c08045,Garfield,"56,389","7,634.15","2,947.56",21.431,8.274,"7,655.58","2,955.84",39.599352,-107.90978
269,CO,c08047,Gilpin,"5,441",388.229,149.896,0.942,0.364,389.171,150.26,39.861082,-105.528947
270,CO,c08049,Grand,"14,843","4,781.97","1,846.33",60.25,23.263,"4,842.22","1,869.59",40.123289,-106.095876
271,CO,c08051,Gunnison,"15,324","8,389.23","3,239.10",53.172,20.53,"8,442.40","3,259.63",38.669678999999995,-107.07810800000001
272,CO,c08053,Hinsdale,843,"2,893.67","1,117.25",15.325,5.917,"2,908.99","1,123.17",37.811625,-107.38340500000001
273,CO,c08055,Huerfano,"6,711","4,120.67","1,591.00",5.792,2.236,"4,126.47","1,593.24",37.687815,-104.959928
274,CO,c08057,Jackson,"1,394","4,179.52","1,613.72",18.75,7.239,"4,198.27","1,620.96",40.663432,-106.32924799999999
275,CO,c08059,Jefferson,"534,543","1,979.29",764.208,25.446,9.825,"2,004.74",774.033,39.586459999999995,-105.24560100000001
276,CO,c08061,Kiowa,"1,398","4,578.50","1,767.77",47.033,18.16,"4,625.53","1,785.93",38.388465999999994,-102.75621
277,CO,c08063,Kit Carson,"8,270","5,596.50","2,160.82",2.252,0.869,"5,598.75","2,161.69",39.30534,-102.603023
278,CO,c08065,Lake,"7,310",976.194,376.911,18.124,6.998,994.319,383.909,39.204316,-106.349696
279,CO,c08067,La Plata,"51,334","4,382.46","1,692.08",19.76,7.629,"4,402.22","1,699.71",37.287366999999996,-107.83971799999999
280,CO,c08069,Larimer,"299,630","6,723.61","2,596.00",98.295,37.952,"6,821.91","2,633.95",40.663090999999994,-105.48213100000001
281,CO,c08071,Las Animas,"15,507","12,361.16","4,772.67",6.93,2.676,"12,368.09","4,775.35",37.318831,-104.04411
282,CO,c08073,Lincoln,"5,467","6,676.02","2,577.63",22.781,8.796,"6,698.80","2,586.42",38.99374,-103.50755500000001
283,CO,c08075,Logan,"22,709","4,761.81","1,838.55",16.364,6.318,"4,778.18","1,844.87",40.728091,-103.090464
284,CO,c08077,Mesa,"146,723","8,622.00","3,328.97",31.467,12.149,"8,653.47","3,341.12",39.019492,-108.46183700000002
285,CO,c08079,Mineral,712,"2,267.97",875.666,5.222,2.016,"2,273.19",877.682,37.651478000000004,-106.9323
286,CO,c08081,Moffat,"13,795","12,285.07","4,743.29",19.742,7.622,"12,304.81","4,750.91",40.573984,-108.204521
287,CO,c08083,Montezuma,"25,535","5,256.45","2,029.53",27.517,10.624,"5,283.97","2,040.15",37.338025,-108.595786
288,CO,c08085,Montrose,"41,276","5,803.37","2,240.70",4.923,1.901,"5,808.30","2,242.60",38.413427,-108.263042
289,CO,c08087,Morgan,"28,159","3,316.31","1,280.43",34.474,13.31,"3,350.78","1,293.74",40.262353999999995,-103.807092
290,CO,c08089,Otero,"18,831","3,268.47","1,261.96",20.052,7.742,"3,288.52","1,269.70",37.884170000000005,-103.72126
291,CO,c08091,Ouray,"4,436","1,402.72",541.593,1.6,0.618,"1,404.32",542.211,38.1506,-107.767133
292,CO,c08093,Park,"16,206","5,682.03","2,193.85",43.531,16.807,"5,725.57","2,210.65",39.118914000000004,-105.717648
293,CO,c08095,Phillips,"4,442","1,781.73",687.928,0.302,0.117,"1,782.03",688.045,40.594712,-102.345105
294,CO,c08097,Pitkin,"17,148","2,514.09",970.697,6.469,2.498,"2,520.56",973.195,39.217533,-106.915943
295,CO,c08099,Prowers,"12,551","4,243.42","1,638.40",15.353,5.928,"4,258.78","1,644.32",37.958181,-102.392161
296,CO,c08101,Pueblo,"159,063","6,179.98","2,386.10",30.28,11.691,"6,210.26","2,397.80",38.170658,-104.48989300000001
297,CO,c08103,Rio Blanco,"6,666","8,342.18","3,220.93",4.868,1.88,"8,347.05","3,222.81",39.972606,-108.20068500000001
298,CO,c08105,Rio Grande,"11,982","2,361.96",911.958,0.984,0.38,"2,362.94",912.338,37.485763,-106.45321399999999
299,CO,c08107,Routt,"23,509","6,117.62","2,362.03",15.826,6.11,"6,133.45","2,368.14",40.48316,-106.985289
300,CO,c08109,Saguache,"6,108","8,206.44","3,168.53",4.455,1.72,"8,210.90","3,170.25",38.033952,-106.246675
301,CO,c08111,San Juan,699,"1,003.59",387.488,2.036,0.786,"1,005.62",388.274,37.781075,-107.670257
302,CO,c08113,San Miguel,"7,359","3,332.31","1,286.61",5.214,2.013,"3,337.52","1,288.62",38.009374,-108.42732600000001
303,CO,c08115,Sedgwick,"2,379","1,419.42",548.041,3.531,1.363,"1,422.95",549.404,40.871567999999996,-102.355358
304,CO,c08117,Summit,"27,994","1,575.64",608.358,28.283,10.92,"1,603.92",619.278,39.621023,-106.137555
305,CO,c08119,Teller,"23,350","1,442.77",557.055,4.945,1.909,"1,447.71",558.964,38.871994,-105.182552
306,CO,c08121,Washington,"4,814","6,521.67","2,518.03",15.207,5.872,"6,536.88","2,523.90",39.965413,-103.20960500000001
307,CO,c08123,Weld,"252,825","10,326.90","3,987.24",76.554,29.558,"10,403.45","4,016.80",40.555794,-104.383649
308,CO,c08125,Yuma,"10,043","6,123.78","2,364.41",11.135,4.299,"6,134.92","2,368.70",40.000631,-102.42264899999999
309,CT,c09001,Fairfield [6],"916,829","1,618.46",624.89,549.162,212.033,"2,167.62",836.923,41.228103000000004,-73.36675699999999
310,CT,c09003,Hartford [6],"894,014","1,903.89",735.097,40.213,15.527,"1,944.11",750.624,41.806053000000006,-72.732916
311,CT,c09005,Litchfield [6],"189,927","2,384.24",920.56,62.166,24.002,"2,446.41",944.562,41.791897,-73.235428
312,CT,c09007,Middlesex [6],"165,676",956.486,369.301,180.684,69.762,"1,137.17",439.063,41.434525,-72.524227
313,CT,c09009,New Haven [6],"862,477","1,565.66",604.506,667.053,257.551,"2,232.72",862.057,41.349717,-72.900204
314,CT,c09011,New London [6],"274,055","1,722.03",664.878,276.666,106.821,"1,998.69",771.699,41.478629999999995,-72.103452
315,CT,c09013,Tolland [6],"152,691","1,062.45",410.214,17.698,6.833,"1,080.15",417.047,41.858076000000004,-72.340977
316,CT,c09015,Windham [6],"118,428","1,328.43",512.91,22.092,8.53,"1,350.52",521.44,41.824999,-71.990702
317,DE,c10001,Kent,"162,310","1,518.20",586.179,549.471,212.152,"2,067.67",798.331,39.097088,-75.50298199999999
318,DE,c10003,New Castle,"538,479","1,104.08",426.286,175.386,67.717,"1,279.46",494.003,39.575915,-75.644132
319,DE,c10005,Sussex,"197,145","2,424.43",936.079,674.205,260.312,"3,098.64","1,196.39",38.677510999999996,-75.335495
320,DC,c11001,District of Columbia [7],"601,723",158.115,61.048,18.885,7.292,177,68.34,38.904149,-77.017094
321,FL,c12001,Alachua,"247,336","2,266.29",875.02,242.911,93.788,"2,509.20",968.808,29.67574,-82.357221
322,FL,c12003,Baker,"27,115","1,515.74",585.231,9.686,3.74,"1,525.43",588.971,30.324441999999998,-82.302284
323,FL,c12005,Bay,"168,852","1,964.40",758.459,711.453,274.694,"2,675.85","1,033.15",30.237563,-85.631348
324,FL,c12007,Bradford,"28,520",761.357,293.962,16.905,6.527,778.262,300.489,29.946934000000002,-82.16679599999999
325,FL,c12009,Brevard,"543,376","2,630.56","1,015.66","1,402.04",541.331,"4,032.60","1,557.00",28.298276,-80.700384
326,FL,c12011,Broward,"1,748,066","3,133.33","1,209.79",292.869,113.077,"3,426.20","1,322.86",26.19352,-80.476658
327,FL,c12013,Calhoun,"14,625","1,469.39",567.334,18.075,6.979,"1,487.46",574.313,30.388801,-85.197916
328,FL,c12015,Charlotte,"159,978","1,761.91",680.279,461.075,178.022,"2,222.99",858.301,26.868826000000002,-81.94085799999999
329,FL,c12017,Citrus,"141,236","1,506.59",581.696,496.236,191.598,"2,002.82",773.294,28.843628000000002,-82.524796
330,FL,c12019,Clay,"190,865","1,565.29",604.36,101.496,39.188,"1,666.78",643.548,29.987115999999997,-81.858147
331,FL,c12021,Collier,"321,520","5,175.64","1,998.32",794.325,306.691,"5,969.96","2,305.02",26.118713,-81.40088399999999
332,FL,c12023,Columbia,"67,531","2,065.71",797.574,9.723,3.754,"2,075.43",801.328,30.221304999999997,-82.623127
333,FL,c12027,DeSoto,"34,862","1,649.98",637.059,6.275,2.423,"1,656.25",639.482,27.190580999999998,-81.806253
334,FL,c12029,Dixie,"16,422","1,826.08",705.053,410.764,158.597,"2,236.84",863.65,29.580899,-83.195666
335,FL,c12031,Duval,"864,263","1,974.07",762.192,404.713,156.26,"2,378.78",918.452,30.335245,-81.648113
336,FL,c12033,Escambia,"297,619","1,700.23",656.461,565.247,218.243,"2,265.47",874.704,30.611664,-87.33904
337,FL,c12035,Flagler,"95,696","1,257.34",485.461,221.091,85.364,"1,478.43",570.825,29.474894,-81.286362
338,FL,c12037,Franklin,"11,549","1,384.93",534.725,"1,273.68",491.769,"2,658.61","1,026.49",29.810176000000002,-84.799174
339,FL,c12039,Gadsden,"46,389","1,337.29",516.332,31.588,12.196,"1,368.88",528.528,30.57917,-84.612783
340,FL,c12041,Gilchrist,"16,939",905.659,349.677,14.406,5.562,920.064,355.239,29.723456,-82.795801
341,FL,c12043,Glades,"12,884","2,087.55",806.009,468.371,180.839,"2,555.93",986.848,26.95481,-81.19082
342,FL,c12045,Gulf,"15,863","1,460.79",564.012,496.109,191.549,"1,956.89",755.561,29.907257,-85.256537
343,FL,c12047,Hamilton,"14,799","1,330.71",513.79,13.638,5.266,"1,344.35",519.056,30.491102,-82.951049
344,FL,c12049,Hardee,"27,731","1,651.85",637.783,1.44,0.556,"1,653.29",638.339,27.492846000000004,-81.82158000000001
345,FL,c12051,Hendry,"39,140","2,985.61","1,152.75",96.465,37.246,"3,082.08","1,190.00",26.539340000000003,-81.151584
346,FL,c12053,Hernando,"172,778","1,223.87",472.539,301.689,116.483,"1,525.56",589.022,28.567911,-82.464835
347,FL,c12055,Highlands,"98,786","2,633.02","1,016.62",231.596,89.42,"2,864.62","1,106.04",27.342627,-81.340921
348,FL,c12057,Hillsborough,"1,229,226","2,642.34","1,020.21",635.973,245.551,"3,278.31","1,265.77",27.90659,-82.349568
349,FL,c12059,Holmes,"19,927","1,240.03",478.777,26.599,10.27,"1,266.63",489.047,30.866221999999997,-85.81295899999999
350,FL,c12061,Indian River,"138,028","1,302.43",502.872,295.606,114.134,"1,598.04",617.006,27.700638,-80.574803
351,FL,c12063,Jackson,"49,746","2,376.99",917.76,95.322,36.804,"2,472.31",954.564,30.787812,-85.210374
352,FL,c12065,Jefferson,"14,761","1,549.06",598.095,99.559,38.44,"1,648.62",636.535,30.424558,-83.89085899999999
353,FL,c12067,Lafayette,"8,870","1,407.43",543.411,11.646,4.497,"1,419.08",547.908,29.990066,-83.17851
354,FL,c12069,Lake,"297,052","2,430.40",938.381,566.127,218.583,"2,996.52","1,156.96",28.764113000000002,-81.712282
355,FL,c12071,Lee,"618,754","2,031.88",784.513,"1,108.38",427.948,"3,140.26","1,212.46",26.552134000000002,-81.89225
356,FL,c12073,Leon,"275,487","1,727.14",666.852,90.487,34.937,"1,817.63",701.789,30.45931,-84.2778
357,FL,c12075,Levy,"40,801","2,896.14","1,118.21",762.981,294.589,"3,659.12","1,412.80",29.284409000000004,-82.78348299999999
358,FL,c12077,Liberty,"8,365","2,164.10",835.562,19.583,7.561,"2,183.68",843.123,30.259849,-84.868581
359,FL,c12079,Madison,"19,224","1,802.50",695.948,51.114,19.735,"1,853.61",715.683,30.447228000000003,-83.470437
360,FL,c12081,Manatee,"322,833","1,924.18",742.931,387.845,149.748,"2,312.03",892.679,27.481385999999997,-82.36578399999999
361,FL,c12083,Marion,"331,298","4,103.96","1,584.55",202.185,78.064,"4,306.14","1,662.61",29.202804999999998,-82.0431
362,FL,c12085,Martin,"146,318","1,407.57",543.464,542.252,209.365,"1,949.82",752.829,27.079953999999997,-80.398211
363,FL,c12086,Miami-Dade,"2,496,435","4,915.06","1,897.72","1,381.67",533.467,"6,296.73","2,431.18",25.610494,-80.499045
364,FL,c12087,Monroe,"73,090","2,546.69",983.282,"7,133.45","2,754.24","9,680.14","3,737.52",25.601043,-81.206777
365,FL,c12089,Nassau,"73,314","1,679.97",648.639,200.159,77.282,"1,880.13",725.921,30.605926,-81.76492900000001
366,FL,c12091,Okaloosa,"180,822","2,409.33",930.247,393.241,151.831,"2,802.57","1,082.08",30.665858,-86.59419399999999
367,FL,c12093,Okeechobee,"39,996","1,991.46",768.908,318.565,122.999,"2,310.03",891.907,27.385592,-80.887388
368,FL,c12095,Orange,"1,145,956","2,339.87",903.429,258.561,99.831,"2,598.43","1,003.26",28.514435,-81.323295
369,FL,c12097,Osceola,"268,685","3,438.09","1,327.45",462.192,178.453,"3,900.28","1,505.91",28.059027,-81.139312
370,FL,c12099,Palm Beach,"1,320,134","5,101.66","1,969.76","1,070.30",413.246,"6,171.97","2,383.01",26.645763,-80.448673
371,FL,c12101,Pasco,"464,697","1,934.43",746.886,314.859,121.568,"2,249.29",868.454,28.302024,-82.45570699999999
372,FL,c12103,Pinellas,"916,542",709.136,273.799,865.906,334.328,"1,575.04",608.127,27.903121999999996,-82.739518
373,FL,c12105,Polk,"602,095","4,656.38","1,797.84",550.926,212.714,"5,207.30","2,010.55",27.953115000000004,-81.69278299999999
374,FL,c12107,Putnam,"74,364","1,884.53",727.622,257.184,99.299,"2,141.72",826.921,29.606006,-81.740894
375,FL,c12109,St. Johns,"190,039","1,555.69",600.655,572.051,220.87,"2,127.74",821.525,29.890593,-81.383914
376,FL,c12111,St. Lucie,"277,789","1,481.28",571.926,300.907,116.181,"1,782.19",688.107,27.380775,-80.443364
377,FL,c12113,Santa Rosa,"151,372","2,620.04","1,011.61",420.026,162.173,"3,040.07","1,173.78",30.703633,-87.014255
378,FL,c12115,Sarasota,"379,448","1,439.69",555.868,438.941,169.476,"1,878.63",725.344,27.184386,-82.365835
379,FL,c12117,Seminole,"422,718",800.879,309.221,93.428,36.073,894.308,345.294,28.690078999999997,-81.13198
380,FL,c12119,Sumter,"93,420","1,416.55",546.933,85.192,32.893,"1,501.74",579.826,28.714294,-82.074715
381,FL,c12121,Suwannee,"41,551","1,783.34",688.552,9.594,3.704,"1,792.94",692.256,30.189244,-82.992754
382,FL,c12123,Taylor,"22,570","2,702.15","1,043.31",489.238,188.896,"3,191.39","1,232.20",30.016942999999998,-83.616417
383,FL,c12125,Union,"15,535",630.806,243.556,16.05,6.197,646.856,249.753,30.05428,-82.366918
384,FL,c12127,Volusia,"494,593","2,851.66","1,101.03",858.331,331.404,"3,709.99","1,432.44",29.057616999999997,-81.161813
385,FL,c12129,Wakulla,"30,776","1,570.62",606.419,334.904,129.307,"1,905.52",735.726,30.140378000000002,-84.375136
386,FL,c12131,Walton,"55,043","2,687.44","1,037.63",523.1,201.97,"3,210.54","1,239.60",30.631210999999997,-86.176614
387,FL,c12133,Washington,"24,896","1,509.45",582.803,85.861,33.151,"1,595.31",615.954,30.602217,-85.662797
388,GA,c13001,Appling,"18,236","1,313.33",507.081,13.417,5.18,"1,326.75",512.261,31.739712,-82.290103
389,GA,c13003,Atkinson,"8,375",878.994,339.382,13.343,5.152,892.338,344.534,31.300562,-82.883614
390,GA,c13005,Bacon,"11,096",669.708,258.576,70.569,27.247,740.277,285.823,31.563327,-82.38785899999999
391,GA,c13007,Baker,"3,451",885.63,341.944,18.634,7.195,904.264,349.139,31.319622,-84.45485699999999
392,GA,c13009,Baldwin,"45,720",667.812,257.844,24.779,9.567,692.591,267.411,33.059532,-83.255362
393,GA,c13011,Banks,"18,395",601.112,232.091,4.651,1.796,605.763,233.887,34.351921999999995,-83.498441
394,GA,c13013,Barrow,"69,367",415.199,160.309,6.818,2.632,422.016,162.941,33.992009,-83.712303
395,GA,c13015,Bartow,"100,157","1,190.21",459.544,27.374,10.569,"1,217.59",470.113,34.240918,-84.838188
396,GA,c13017,Ben Hill,"17,634",647.809,250.121,9.807,3.787,657.616,253.908,31.740776,-83.14719000000001
397,GA,c13019,Berrien,"19,286","1,170.41",451.897,15.503,5.986,"1,185.91",457.883,31.274308,-83.23190600000001
398,GA,c13021,Bibb,"155,547",646.88,249.762,14.514,5.604,661.394,255.366,32.808844,-83.694193
399,GA,c13023,Bleckley,"13,063",559.1,215.87,8.447,3.262,567.548,219.132,32.435403,-83.331717
400,GA,c13025,Brantley,"18,411","1,145.71",442.362,12.536,4.84,"1,158.25",447.202,31.197334,-81.982978
401,GA,c13027,Brooks,"16,243","1,276.98",493.046,12.315,4.755,"1,289.30",497.801,30.833696000000003,-83.588971
402,GA,c13029,Bryan,"30,233","1,129.15",435.967,47.887,18.489,"1,177.04",454.456,32.017969,-81.43854300000001
