Sort [1],State,FIPS,County [2],Population(2010),Land Areakm²,Land Areami²,Water Areakm²,Water Areami²,Total Areakm²,Total Areami²,Latitude,Longitude
1489,MO,c29011,Barton,"12,402","1,533.07",591.921,12.435,4.801,"1,545.50",596.722,37.500799,-94.344089
1490,MO,c29013,Bates,"17,049","2,167.01",836.689,38.051,14.692,"2,205.07",851.381,38.257217,-94.339246
1491,MO,c29015,Benton,"19,056","1,823.51",704.06,125.58,48.487,"1,949.09",752.547,38.301035999999996,-93.287942
1492,MO,c29017,Bollinger,"12,363","1,600.37",617.906,8.528,3.293,"1,608.90",621.199,37.318349,-90.024601
1493,MO,c29019,Boone,"162,642","1,775.21",685.414,14.42,5.567,"1,789.63",690.981,38.989657,-92.31077900000001
1494,MO,c29021,Buchanan,"89,201","1,056.78",408.027,17.173,6.631,"1,073.96",414.658,39.66037,-94.808173
1495,MO,c29023,Butler,"42,794","1,799.19",694.669,11.195,4.322,"1,810.38",698.991,36.71518,-90.40313
1496,MO,c29025,Caldwell,"9,424","1,104.35",426.393,8.403,3.244,"1,112.76",429.637,39.658998,-93.979179
1497,MO,c29027,Callaway,"44,332","2,161.54",834.575,33.107,12.783,"2,194.65",847.358,38.835966,-91.924089
1498,MO,c29029,Camden,"44,002","1,698.83",655.923,136.549,52.722,"1,835.38",708.645,38.031995,-92.76513800000001
1499,MO,c29031,Cape Girardeau,"75,674","1,498.40",578.535,20.175,7.79,"1,518.57",586.325,37.383882,-89.684908
1500,MO,c29033,Carroll,"9,295","1,799.06",694.621,17.533,6.77,"1,816.60",701.391,39.427375,-93.500227
1501,MO,c29035,Carter,"6,265","1,314.06",507.361,4.299,1.66,"1,318.36",509.021,36.944783,-90.945626
1502,MO,c29037,Cass,"99,478","1,804.80",696.836,14.638,5.652,"1,819.44",702.488,38.647159,-94.354242
1503,MO,c29039,Cedar,"13,982","1,228.91",474.483,62.603,24.171,"1,291.51",498.654,37.733655,-93.850014
1504,MO,c29041,Chariton,"7,831","1,945.55",751.181,40.355,15.581,"1,985.91",766.762,39.517969,-92.961621
1505,MO,c29043,Christian,"77,422","1,457.24",562.645,3.013,1.163,"1,460.26",563.808,36.969739000000004,-93.187614
1506,MO,c29045,Clark,"7,139","1,307.15",504.692,18.474,7.133,"1,325.62",511.825,40.407275,-91.729472
1507,MO,c29047,Clay,"221,939","1,029.00",397.298,29.456,11.373,"1,058.45",408.671,39.315551,-94.421502
1508,MO,c29049,Clinton,"20,743","1,085.09",418.956,11.724,4.527,"1,096.81",423.483,39.608723,-94.395803
1509,MO,c29051,Cole,"75,990","1,019.81",393.75,21.172,8.175,"1,040.98",401.925,38.506847,-92.271404
1510,MO,c29053,Cooper,"17,601","1,462.74",564.765,11.436,4.416,"1,474.17",569.181,38.845386,-92.81232299999999
1511,MO,c29055,Crawford,"24,696","1,923.11",742.517,3.203,1.237,"1,926.31",743.754,37.966561,-91.31393299999999
1512,MO,c29057,Dade,"7,883","1,269.13",490.012,42.069,16.243,"1,311.19",506.255,37.43235,-93.854878
1513,MO,c29059,Dallas,"16,777","1,400.59",540.77,5.388,2.08,"1,405.98",542.85,37.683583,-93.033812
1514,MO,c29061,Daviess,"8,433","1,458.79",563.24,15.036,5.805,"1,473.82",569.045,39.962839,-93.97005300000001
1515,MO,c29063,DeKalb,"12,892","1,091.31",421.356,11.563,4.465,"1,102.87",425.821,39.894665,-94.40719
1516,MO,c29065,Dent,"15,657","1,949.72",752.79,4.445,1.716,"1,954.16",754.506,37.60325,-91.49591600000001
1517,MO,c29067,Douglas,"13,684","2,107.30",813.632,2.498,0.965,"2,109.80",814.597,36.946517,-92.51589200000001
1518,MO,c29069,Dunklin,"31,953","1,401.36",541.069,15.839,6.115,"1,417.20",547.184,36.153025,-90.06225400000001
1519,MO,c29071,Franklin,"101,492","2,389.73",922.681,20.731,8.004,"2,410.46",930.685,38.408313,-91.07341
1520,MO,c29073,Gasconade,"15,222","1,341.10",517.803,17.192,6.638,"1,358.30",524.441,38.441183,-91.50578
1521,MO,c29075,Gentry,"6,738","1,272.78",491.422,0.762,0.294,"1,273.54",491.716,40.209379,-94.40411
1522,MO,c29077,Greene,"275,174","1,749.03",675.304,6.671,2.576,"1,755.70",677.88,37.258196000000005,-93.340641
1523,MO,c29079,Grundy,"10,261","1,127.36",435.276,7.123,2.75,"1,134.48",438.026,40.112541,-93.565054
1524,MO,c29081,Harrison,"8,957","1,871.28",722.504,10.104,3.901,"1,881.38",726.405,40.345620000000004,-93.992582
1525,MO,c29083,Henry,"22,272","1,805.09",696.947,91.64,35.382,"1,896.73",732.329,38.386491,-93.79262800000001
1526,MO,c29085,Hickory,"9,627","1,033.64",399.091,32.678,12.617,"1,066.32",411.708,37.9367,-93.322835
1527,MO,c29087,Holt,"4,912","1,198.37",462.693,19.839,7.66,"1,218.21",470.353,40.095724,-95.219072
1528,MO,c29089,Howard,"10,144","1,201.36",463.849,19.894,7.681,"1,221.26",471.53,39.143365,-92.695926
1529,MO,c29091,Howell,"40,400","2,401.56",927.248,2.914,1.125,"2,404.48",928.373,36.774369,-91.88736800000001
1530,MO,c29093,Iron,"10,630","1,425.17",550.259,4.675,1.805,"1,429.84",552.064,37.62596,-90.699627
1531,MO,c29095,Jackson,"674,158","1,565.55",604.462,30.522,11.784,"1,596.07",616.246,39.007233,-94.342507
1532,MO,c29097,Jasper,"117,404","1,653.68",638.487,7.23,2.791,"1,660.90",641.278,37.200865,-94.33886899999999
1533,MO,c29099,Jefferson,"218,733","1,700.66",656.629,19.828,7.656,"1,720.49",664.285,38.257414000000004,-90.543138
1534,MO,c29101,Johnson,"52,595","2,147.83",829.282,10.127,3.91,"2,157.96",833.192,38.74588,-93.805999
1535,MO,c29103,Knox,"4,131","1,305.38",504.011,7.302,2.819,"1,312.68",506.83,40.136776,-92.14680899999999
1536,MO,c29105,Laclede,"35,571","1,980.61",764.717,8.534,3.295,"1,989.14",768.012,37.659690000000005,-92.594832
1537,MO,c29107,Lafayette,"33,381","1,627.64",628.433,27.221,10.51,"1,654.86",638.943,39.068705,-93.802639
1538,MO,c29109,Lawrence,"38,634","1,584.39",611.737,4.25,1.641,"1,588.64",613.378,37.106134999999995,-93.833262
1539,MO,c29111,Lewis,"10,211","1,308.05",505.042,14.902,5.754,"1,322.95",510.796,40.084559000000006,-91.728803
1540,MO,c29113,Lincoln,"52,566","1,622.77",626.556,36.019,13.907,"1,658.79",640.463,39.058568,-90.957771
1541,MO,c29115,Linn,"12,761","1,594.30",615.564,15.054,5.812,"1,609.36",621.376,39.86444,-93.108019
1542,MO,c29117,Livingston,"15,195","1,378.73",532.329,16.155,6.238,"1,394.88",538.567,39.778587,-93.548201
1543,MO,c29119,McDonald,"23,083","1,397.25",539.48,0.52,0.201,"1,397.77",539.681,36.630218,-94.343956
1544,MO,c29121,Macon,"15,566","2,075.17",801.227,28.864,11.145,"2,104.03",812.372,39.829795000000004,-92.56434
1545,MO,c29123,Madison,"12,226","1,280.46",494.39,8.313,3.21,"1,288.78",497.6,37.473234999999995,-90.345453
1546,MO,c29125,Maries,"9,176","1,364.87",526.979,7.637,2.948,"1,372.51",529.927,38.162615,-91.923601
1547,MO,c29127,Marion,"28,781","1,131.63",436.924,19.114,7.38,"1,150.74",444.304,39.807538,-91.635379
1548,MO,c29129,Mercer,"3,785","1,175.43",453.835,3.302,1.275,"1,178.73",455.11,40.421414,-93.567631
1549,MO,c29131,Miller,"24,748","1,534.81",592.595,19.159,7.397,"1,553.97",599.992,38.21672,-92.42987099999999
1550,MO,c29133,Mississippi,"14,358","1,066.00",411.583,44.495,17.179,"1,110.49",428.762,36.826264,-89.295929
1551,MO,c29135,Moniteau,"15,607","1,074.91",415.025,9.961,3.846,"1,084.87",418.871,38.633037,-92.583642
1552,MO,c29137,Monroe,"8,840","1,677.41",647.653,58.301,22.51,"1,735.72",670.163,39.49827,-92.006458
1553,MO,c29139,Montgomery,"12,236","1,388.87",536.247,14.92,5.761,"1,403.79",542.008,38.935162,-91.465437
1554,MO,c29141,Morgan,"20,565","1,547.86",597.631,42.45,16.39,"1,590.31",614.021,38.420807,-92.874835
1555,MO,c29143,New Madrid,"18,956","1,747.83",674.84,56.292,21.734,"1,804.12",696.574,36.594260999999996,-89.65594899999999
1556,MO,c29145,Newton,"58,114","1,618.13",624.765,4.718,1.821,"1,622.85",626.586,36.908017,-94.33474100000001
1557,MO,c29147,Nodaway,"23,370","2,271.33",876.964,2.362,0.912,"2,273.69",877.876,40.360484,-94.88328100000001
1558,MO,c29149,Oregon,"10,881","2,045.56",789.796,4.529,1.749,"2,050.09",791.545,36.684867,-91.402902
1559,MO,c29151,Osage,"13,878","1,565.25",604.346,15.813,6.105,"1,581.06",610.451,38.464254,-91.859504
1560,MO,c29153,Ozark,"9,723","1,929.47",744.972,26.575,10.261,"1,956.04",755.233,36.649643,-92.45858
1561,MO,c29155,Pemiscot,"18,296","1,275.68",492.544,54.104,20.89,"1,329.79",513.434,36.209916,-89.785942
1562,MO,c29157,Perry,"18,971","1,228.57",474.354,25.399,9.806,"1,253.97",484.16,37.71113,-89.802125
1563,MO,c29159,Pettis,"42,201","1,766.95",682.222,10.482,4.047,"1,777.43",686.269,38.727367,-93.285207
1564,MO,c29161,Phelps,"45,156","1,739.91",671.784,6.575,2.538,"1,746.49",674.322,37.866326,-91.79034899999999
1565,MO,c29163,Pike,"18,516","1,736.43",670.438,36.98,14.278,"1,773.41",684.716,39.344178,-91.171042
1566,MO,c29165,Platte,"89,322","1,088.29",420.19,17.132,6.615,"1,105.42",426.805,39.378696000000005,-94.761472
1567,MO,c29167,Polk,"31,137","1,646.00",635.523,17.84,6.888,"1,663.84",642.411,37.616761,-93.400817
1568,MO,c29169,Pulaski,"52,274","1,416.98",547.099,11.347,4.381,"1,428.33",551.48,37.824835,-92.207022
1569,MO,c29171,Putnam,"4,979","1,339.85",517.317,5.942,2.294,"1,345.79",519.611,40.478606,-93.014531
1570,MO,c29173,Ralls,"10,167","1,216.73",469.781,36.397,14.053,"1,253.12",483.834,39.553455,-91.524787
1571,MO,c29175,Randolph,"25,414","1,250.15",482.684,13.316,5.141,"1,263.46",487.825,39.441601,-92.492725
1572,MO,c29177,Ray,"23,494","1,473.20",568.805,13.289,5.131,"1,486.49",573.936,39.308401,-93.995746
1573,MO,c29179,Reynolds,"6,696","2,093.95",808.478,15.373,5.935,"2,109.32",814.413,37.360857,-90.969516
1574,MO,c29181,Ripley,"14,100","1,630.49",629.537,5.449,2.104,"1,635.94",631.641,36.648902,-90.86706
1575,MO,c29183,St. Charles,"360,485","1,451.52",560.435,83.326,32.172,"1,534.85",592.607,38.781102000000004,-90.674915
1576,MO,c29185,St. Clair,"9,805","1,735.25",669.983,83.057,32.068,"1,818.30",702.051,38.039069,-93.773077
1577,MO,c29186,Ste. Genevieve,"18,145","1,292.80",499.153,19.741,7.622,"1,312.54",506.775,37.89018,-90.18117
1578,MO,c29187,St. Francois,"65,359","1,170.38",451.887,7.217,2.787,"1,177.60",454.674,37.810707,-90.47386800000001
1579,MO,c29189,St. Louis,"998,954","1,315.20",507.8,39.415,15.218,"1,354.61",523.018,38.640702000000005,-90.445954
1580,MO,c29195,Saline,"23,370","1,956.75",755.504,29.558,11.412,"1,986.30",766.916,39.13584,-93.204164
1581,MO,c29197,Schuyler,"4,431",795.912,307.303,2.217,0.856,798.128,308.159,40.469361,-92.51901600000001
1582,MO,c29199,Scotland,"4,843","1,130.97",436.671,6.799,2.625,"1,137.77",439.296,40.447686,-92.142824
1583,MO,c29201,Scott,"39,191","1,087.77",419.99,15.197,5.867,"1,102.97",425.857,37.047793,-89.56809799999999
1584,MO,c29203,Shannon,"8,441","2,599.88","1,003.82",0.464,0.179,"2,600.35","1,004.00",37.15198,-91.398364
1585,MO,c29205,Shelby,"6,373","1,297.23",500.864,3.765,1.454,"1,301.00",502.318,39.797531,-92.088719
1586,MO,c29207,Stoddard,"29,968","2,132.14",823.222,15.02,5.799,"2,147.16",829.021,36.855428,-89.941735
1587,MO,c29209,Stone,"32,202","1,201.84",464.033,121.066,46.744,"1,322.91",510.777,36.747857,-93.467782
1588,MO,c29211,Sullivan,"6,714","1,678.26",647.981,9.124,3.523,"1,687.39",651.504,40.209587,-93.109783
1589,MO,c29213,Taney,"51,675","1,638.00",632.436,49.737,19.203,"1,687.74",651.639,36.649827,-93.042819
1590,MO,c29215,Texas,"26,008","3,049.10","1,177.27",5.071,1.958,"3,054.18","1,179.22",37.314257,-91.964478
1591,MO,c29217,Vernon,"21,159","2,140.36",826.398,27.017,10.431,"2,167.38",836.829,37.850196000000004,-94.341597
1592,MO,c29219,Warren,"32,513","1,110.07",428.601,23.747,9.169,"1,133.82",437.77,38.761902,-91.159307
1593,MO,c29221,Washington,"25,195","1,968.17",759.913,6.671,2.576,"1,974.84",762.489,37.942315,-90.897056
1594,MO,c29223,Wayne,"13,521","1,966.26",759.176,38.559,14.888,"2,004.82",774.064,37.113825,-90.460868
1595,MO,c29225,Webster,"36,202","1,534.73",592.562,3.112,1.201,"1,537.84",593.763,37.280803999999996,-92.87608
1596,MO,c29227,Worth,"2,171",690.524,266.613,0.535,0.207,691.059,266.82,40.480482,-94.419129
1597,MO,c29229,Wright,"18,815","1,765.78",681.771,3.533,1.364,"1,769.31",683.135,37.267635999999996,-92.48001
1598,MO,c29510,St. Louis [9],"319,294",160.343,61.909,10.683,4.125,171.026,66.034,38.635699,-90.244582
1599,MT,c30001,Beaverhead,"9,246","14,352.74","5,541.62",78.394,30.268,"14,431.13","5,571.89",45.133863,-112.89286899999999
1600,MT,c30003,Big Horn,"12,865","12,938.19","4,995.46",49.593,19.148,"12,987.78","5,014.61",45.407869,-107.51816299999999
1601,MT,c30005,Blaine,"6,491","10,949.29","4,227.55",29.086,11.23,"10,978.38","4,238.78",48.428282,-108.967648
1602,MT,c30007,Broadwater,"5,612","3,088.67","1,192.54",119.698,46.216,"3,208.37","1,238.76",46.334476,-111.496103
1603,MT,c30009,Carbon,"10,078","5,306.34","2,048.79",34.64,13.375,"5,340.98","2,062.16",45.224475,-109.02855100000001
1604,MT,c30011,Carter,"1,160","8,652.51","3,340.75",19.496,7.528,"8,672.00","3,348.28",45.516825,-104.51532399999999
1605,MT,c30013,Cascade,"81,327","6,988.20","2,698.16",34.515,13.326,"7,022.71","2,711.48",47.316443,-111.350571
1606,MT,c30015,Chouteau,"5,813","10,288.70","3,972.49",62.774,24.237,"10,351.47","3,996.73",47.886837,-110.43618899999998
1607,MT,c30017,Custer,"11,699","9,798.86","3,783.36",25.525,9.855,"9,824.39","3,793.22",46.261480999999996,-105.55050800000001
1608,MT,c30019,Daniels,"1,751","3,693.59","1,426.11",1.022,0.394,"3,694.62","1,426.50",48.794429,-105.54173899999999
1609,MT,c30021,Dawson,"8,966","6,143.10","2,371.87",29.284,11.307,"6,172.38","2,383.17",47.272425,-104.901027
1610,MT,c30023,Deer Lodge,"9,298","1,907.61",736.53,12.099,4.671,"1,919.70",741.201,46.099059000000004,-113.13910800000001
1611,MT,c30025,Fallon,"2,890","4,197.78","1,620.77",5.915,2.284,"4,203.70","1,623.06",46.318184,-104.40571800000001
1612,MT,c30027,Fergus,"11,586","11,240.04","4,339.80",27.483,10.611,"11,267.52","4,350.41",47.222997,-109.22328
1613,MT,c30029,Flathead,"90,928","13,176.98","5,087.66",437.136,168.779,"13,614.12","5,256.44",48.314696000000005,-114.05431899999999
1614,MT,c30031,Gallatin,"89,513","6,740.93","2,602.69",76.087,29.377,"6,817.02","2,632.07",45.535559,-111.17344299999999
1615,MT,c30033,Garfield,"1,206","12,109.12","4,675.36",445.782,172.118,"12,554.90","4,847.47",47.281174,-106.982212
1616,MT,c30035,Glacier,"13,399","7,759.44","2,995.94",106.157,40.987,"7,865.60","3,036.92",48.705671,-112.990502
1617,MT,c30037,Golden Valley,884,"3,044.12","1,175.34",2.588,0.999,"3,046.71","1,176.34",46.380624,-109.174586
1618,MT,c30039,Granite,"3,079","4,473.98","1,727.42",14.584,5.631,"4,488.57","1,733.05",46.395358,-113.425683
1619,MT,c30041,Hill,"16,096","7,508.26","2,898.96",44.209,17.069,"7,552.47","2,916.02",48.628331,-110.106372
1620,MT,c30043,Jefferson,"11,406","4,289.69","1,656.26",6.691,2.583,"4,296.38","1,658.84",46.126557,-112.056771
1621,MT,c30045,Judith Basin,"2,072","4,842.81","1,869.82",2.067,0.798,"4,844.88","1,870.62",47.032558,-110.30532
1622,MT,c30047,Lake,"28,746","3,859.47","1,490.15",423.637,163.567,"4,283.11","1,653.72",47.642901,-114.08368700000001
1623,MT,c30049,Lewis and Clark,"63,395","8,958.32","3,458.83",100.717,38.887,"9,059.04","3,497.72",47.122133000000005,-112.382954
1624,MT,c30051,Liberty,"2,339","3,703.80","1,430.05",44.369,17.131,"3,748.17","1,447.18",48.559653999999995,-111.036924
1625,MT,c30053,Lincoln,"19,687","9,357.41","3,612.92",161.123,62.21,"9,518.53","3,675.13",48.542232,-115.404343
1626,MT,c30055,McCone,"1,734","6,845.78","2,643.17",102.697,39.652,"6,948.48","2,682.82",47.629628000000004,-105.757222
1627,MT,c30057,Madison,"7,691","9,291.54","3,587.48",39.649,15.309,"9,331.19","3,602.79",45.319288,-111.917328
1628,MT,c30059,Meagher,"1,891","6,195.03","2,391.91",7.377,2.848,"6,202.40","2,394.76",46.585706,-110.92178100000001
1629,MT,c30061,Mineral,"4,223","3,158.33","1,219.44",9.899,3.822,"3,168.23","1,223.26",47.155213,-115.06455
1630,MT,c30063,Missoula,"109,299","6,716.94","2,593.42",64.479,24.896,"6,781.42","2,618.32",47.027263,-113.89268100000001
1631,MT,c30065,Musselshell,"4,538","4,838.50","1,868.16",7.127,2.752,"4,845.63","1,870.91",46.505665,-108.436982
1632,MT,c30067,Park,"15,636","7,259.90","2,803.06",27.013,10.43,"7,286.91","2,813.49",45.421904999999995,-110.532798
1633,MT,c30069,Petroleum,494,"4,286.10","1,654.87",49.036,18.933,"4,335.13","1,673.80",47.141917,-108.226575
1634,MT,c30071,Phillips,"4,253","13,312.63","5,140.04",186.078,71.845,"13,498.71","5,211.88",48.250155,-107.92883300000001
1635,MT,c30073,Pondera,"6,153","4,203.20","1,622.86",43.968,16.976,"4,247.16","1,639.84",48.230312,-112.219928
1636,MT,c30075,Powder River,"1,743","8,539.96","3,297.30",1.567,0.605,"8,541.53","3,297.90",45.40889,-105.555259
1637,MT,c30077,Powell,"7,027","6,025.33","2,326.39",16.198,6.254,"6,041.53","2,332.65",46.844225,-112.9311
1638,MT,c30079,Prairie,"1,179","4,498.13","1,736.74",15.097,5.829,"4,513.23","1,742.57",46.852434,-105.375808
1639,MT,c30081,Ravalli,"40,212","6,192.20","2,390.82",24.296,9.381,"6,216.50","2,400.20",46.079298,-114.11906499999999
1640,MT,c30083,Richland,"9,746","5,397.91","2,084.14",49.582,19.144,"5,447.49","2,103.29",47.785513,-104.563387
1641,MT,c30085,Roosevelt,"10,425","6,098.89","2,354.79",37.876,14.624,"6,136.76","2,369.42",48.282747,-104.99517
1642,MT,c30087,Rosebud,"9,233","12,976.88","5,010.40",43.007,16.605,"13,019.89","5,027.01",46.161734,-106.701953
1643,MT,c30089,Sanders,"11,413","7,149.72","2,760.52",76.301,29.46,"7,226.03","2,789.98",47.756469,-115.180225
1644,MT,c30091,Sheridan,"3,384","4,343.62","1,677.08",75.143,29.013,"4,418.76","1,706.09",48.705523,-104.533913
1645,MT,c30093,Silver Bow,"34,200","1,860.85",718.477,1.489,0.575,"1,862.34",719.052,45.895959000000005,-112.66022199999999
1646,MT,c30095,Stillwater,"9,117","4,649.94","1,795.35",23.914,9.233,"4,673.85","1,804.58",45.663496,-109.391752
1647,MT,c30097,Sweet Grass,"3,651","4,804.96","1,855.21",17.686,6.829,"4,822.64","1,862.03",45.81306,-109.94131200000001
1648,MT,c30099,Teton,"6,073","5,885.42","2,272.38",52.173,20.144,"5,937.60","2,292.52",47.819035,-112.281725
1649,MT,c30101,Toole,"5,324","4,961.50","1,915.65",78.007,30.119,"5,039.51","1,945.77",48.645052,-111.733493
1650,MT,c30103,Treasure,718,"2,531.45",977.398,17.161,6.626,"2,548.61",984.024,46.209635999999996,-107.28049399999999
1651,MT,c30105,Valley,"7,369","12,757.81","4,925.82",352.165,135.972,"13,109.98","5,061.79",48.365713,-106.68788300000001
1652,MT,c30107,Wheatland,"2,168","3,686.06","1,423.20",13.071,5.047,"3,699.13","1,428.24",46.497046999999995,-109.857147
1653,MT,c30109,Wibaux,"1,017","2,303.19",889.265,1.713,0.661,"2,304.90",889.926,46.962866,-104.274466
1654,MT,c30111,Yellowstone,"147,972","6,820.20","2,633.29",40.761,15.738,"6,860.96","2,649.03",45.936987,-108.276656
1655,NE,c31001,Adams,"31,364","1,458.87",563.272,2.481,0.958,"1,461.35",564.23,40.520632,-98.50004399999999
1656,NE,c31003,Antelope,"6,685","2,220.18",857.218,3.558,1.374,"2,223.74",858.592,42.183225,-98.058037
1657,NE,c31005,Arthur,460,"1,852.76",715.355,7.645,2.952,"1,860.41",718.307,41.570856,-101.69704499999999
1658,NE,c31007,Banner,690,"1,932.43",746.114,0.397,0.153,"1,932.82",746.267,41.53975,-103.726263
1659,NE,c31009,Blaine,478,"1,841.16",710.874,9.444,3.646,"1,850.60",714.52,41.92523,-99.990771
1660,NE,c31011,Boone,"5,505","1,778.17",686.554,1.719,0.664,"1,779.88",687.218,41.7054,-98.06679399999999
1661,NE,c31013,Box Butte,"11,308","2,785.00","1,075.29",6.589,2.544,"2,791.58","1,077.84",42.215665,-103.08782099999999
1662,NE,c31015,Boyd,"2,099","1,398.44",539.94,11.89,4.591,"1,410.33",544.531,42.894448,-98.773022
1663,NE,c31017,Brown,"3,145","3,163.24","1,221.33",9.814,3.789,"3,173.05","1,225.12",42.34939,-99.923176
1664,NE,c31019,Buffalo,"46,102","2,507.40",968.112,18.874,7.287,"2,526.27",975.399,40.855226,-99.07498299999999
1665,NE,c31021,Burt,"6,858","1,273.19",491.581,14.198,5.482,"1,287.39",497.063,41.854178999999995,-96.337746
1666,NE,c31023,Butler,"8,395","1,514.90",584.907,15.293,5.905,"1,530.19",590.812,41.226071999999995,-97.13204
1667,NE,c31025,Cass,"25,241","1,443.78",557.446,21.873,8.445,"1,465.65",565.891,40.909878000000006,-96.140609
1668,NE,c31027,Cedar,"8,852","1,917.40",740.312,14.335,5.535,"1,931.73",745.847,42.604510999999995,-97.256824
1669,NE,c31029,Chase,"3,966","2,316.53",894.419,7.978,3.08,"2,324.51",897.499,40.530390000000004,-101.694192
1670,NE,c31031,Cherry,"5,713","15,437.42","5,960.42",126.677,48.91,"15,564.10","6,009.33",42.566984999999995,-101.072622
1671,NE,c31033,Cheyenne,"9,998","3,098.37","1,196.29",0.293,0.113,"3,098.66","1,196.40",41.214236,-103.01192900000001
1672,NE,c31035,Clay,"6,542","1,482.22",572.289,3.235,1.249,"1,485.46",573.538,40.523669,-98.05105
1673,NE,c31037,Colfax,"10,515","1,066.19",411.66,12.578,4.856,"1,078.77",416.516,41.574675,-97.089455
1674,NE,c31039,Cuming,"9,139","1,477.90",570.619,10.447,4.034,"1,488.34",574.653,41.915865000000004,-96.788517
1675,NE,c31041,Custer,"10,939","6,670.57","2,575.52",0.933,0.36,"6,671.50","2,575.88",41.393893,-99.726866
1676,NE,c31043,Dakota,"21,006",684.416,264.255,8.2,3.166,692.616,267.421,42.390456,-96.562549
1677,NE,c31045,Dawes,"9,182","3,616.82","1,396.46",11.922,4.603,"3,628.75","1,401.07",42.711214,-103.134872
1678,NE,c31047,Dawson,"24,326","2,623.91","1,013.10",16.413,6.337,"2,640.32","1,019.43",40.867378,-99.815154
1679,NE,c31049,Deuel,"1,941","1,139.21",439.851,2.231,0.861,"1,141.44",440.712,41.112988,-102.332604
1680,NE,c31051,Dixon,"6,000","1,233.43",476.232,17.272,6.669,"1,250.71",482.901,42.485279999999996,-96.855862
1681,NE,c31053,Dodge,"36,691","1,369.34",528.706,37.02,14.294,"1,406.36",543,41.577008,-96.645853
1682,NE,c31055,Douglas,"517,110",850.693,328.455,28.211,10.892,878.904,339.347,41.297090999999995,-96.154066
1683,NE,c31057,Dundy,"2,008","2,381.95",919.678,3.046,1.176,"2,385.00",920.854,40.180165,-101.681133
1684,NE,c31059,Fillmore,"5,890","1,490.20",575.371,2.99,1.154,"1,493.19",576.525,40.525040000000004,-97.596705
1685,NE,c31061,Franklin,"3,225","1,491.36",575.816,0.488,0.188,"1,491.84",576.004,40.183203000000006,-98.96208
1686,NE,c31063,Frontier,"2,756","2,524.18",974.592,14.213,5.488,"2,538.39",980.08,40.530947,-100.406683
1687,NE,c31065,Furnas,"4,959","1,862.54",719.132,3.916,1.512,"1,866.46",720.644,40.191990999999994,-99.909661
1688,NE,c31067,Gage,"22,311","2,205.35",851.491,21.929,8.467,"2,227.28",859.958,40.255234,-96.683453
1689,NE,c31069,Garden,"2,057","4,414.07","1,704.28",68.875,26.593,"4,482.95","1,730.88",41.659380999999996,-102.32822900000001
1690,NE,c31071,Garfield,"2,049","1,475.75",569.79,4.126,1.593,"1,479.88",571.383,41.905572,-98.92299799999999
1691,NE,c31073,Gosper,"2,044","1,186.62",458.155,11.832,4.568,"1,198.45",462.723,40.509838,-99.824078
1692,NE,c31075,Grant,614,"2,010.41",776.224,18.131,7,"2,028.54",783.224,41.915867,-101.756875
1693,NE,c31077,Greeley,"2,538","1,475.80",569.811,2.189,0.845,"1,477.99",570.656,41.5676,-98.53056600000001
1694,NE,c31079,Hall,"58,607","1,414.88",546.289,15.166,5.856,"1,430.05",552.145,40.866023,-98.49800400000001
1695,NE,c31081,Hamilton,"9,124","1,406.05",542.878,10.73,4.143,"1,416.78",547.021,40.877145,-98.02194300000001
1696,NE,c31083,Harlan,"3,423","1,433.47",553.466,53.34,20.595,"1,486.81",574.061,40.178765999999996,-99.403418
1697,NE,c31085,Hayes,967,"1,846.82",713.062,0.571,0.22,"1,847.39",713.282,40.535786,-101.05558
1698,NE,c31087,Hitchcock,"2,908","1,838.74",709.943,22.103,8.534,"1,860.85",718.477,40.176896,-101.044217
1699,NE,c31089,Holt,"10,435","6,248.08","2,412.40",13.202,5.097,"6,261.29","2,417.50",42.459286999999996,-98.784766
1700,NE,c31091,Hooker,736,"1,867.70",721.121,0.883,0.341,"1,868.58",721.462,41.9187,-101.11681
1701,NE,c31093,Howard,"6,274","1,474.58",569.337,16.202,6.255,"1,490.78",575.592,41.219403,-98.51330300000001
1702,NE,c31095,Jefferson,"7,547","1,476.77",570.185,14.205,5.485,"1,490.98",575.67,40.175736,-97.143103
1703,NE,c31097,Johnson,"5,217",973.968,376.051,1.767,0.682,975.735,376.733,40.395457,-96.268562
1704,NE,c31099,Kearney,"6,489","1,337.07",516.244,0.272,0.105,"1,337.34",516.349,40.506269,-98.948461
1705,NE,c31101,Keith,"8,368","2,749.53","1,061.60",124.672,48.136,"2,874.20","1,109.74",41.194404,-101.644474
1706,NE,c31103,Keya Paha,824,"2,002.25",773.072,2.192,0.847,"2,004.44",773.919,42.875479999999996,-99.718351
1707,NE,c31105,Kimball,"3,821","2,465.27",951.846,1.448,0.559,"2,466.72",952.405,41.199155,-103.711105
1708,NE,c31107,Knox,"8,701","2,870.61","1,108.35",81.251,31.371,"2,951.87","1,139.72",42.634405,-97.891349
1709,NE,c31109,Lancaster,"285,407","2,169.24",837.548,22.877,8.833,"2,192.12",846.381,40.783547,-96.68865799999999
1710,NE,c31111,Lincoln,"36,288","6,640.91","2,564.07",28.641,11.058,"6,669.55","2,575.13",41.050321999999994,-100.74448100000001
1711,NE,c31113,Logan,763,"1,478.00",570.66,1.204,0.465,"1,479.21",571.125,41.542156,-100.443665
